filenames,10mm,30mm,50mm,offset,target_size
20230710_101708_DOE4-6_no14.csv,38.003,38.005,38.009,-0.036,38
20230710_101833_DOE4-6_no15.csv,38.003,38.006,38.009,-0.036,38
20230710_101954_DOE4-6_no16.csv,38.003,38.007,38.009,-0.036,38
20230710_102126_DOE4-6_no17.csv,38.004,38.007,38.011,-0.036,38
20230710_102302_DOE4-6_no18.csv,38.006,38.006,38.01,-0.036,38
20230710_102438_DOE4-6_no19.csv,38.006,38.008,38.011,-0.036,38
20230710_102611_DOE4-6_no20.csv,38.006,38.008,38.012,-0.036,38
20230710_102738_DOE4-6_no21.csv,38.006,38.009,38.011,-0.036,38
20230710_102918_DOE4-6_no22.csv,38.006,38.008,38.011,-0.036,38
20230710_103042_DOE4-6_no23.csv,38.007,38.009,38.012,-0.036,38
20230710_103206_DOE4-6_no24.csv,38.007,38.009,38.013,-0.036,38
20230710_103409_DOE4-6_no25.csv,38.007,38.008,38.013,-0.036,38
20230710_103627_DOE4-6_no26.csv,38.008,38.01,38.012,-0.036,38
20230710_103754_DOE4-6_no27.csv,38.008,38.011,38.013,-0.036,38
20230710_103910_DOE4-6_no28.csv,38.007,38.01,38.013,-0.036,38
20230710_104024_DOE4-6_no29.csv,38.008,38.01,38.012,-0.036,38
20230710_104155_DOE4-6_no30.csv,38.008,38.011,38.014,-0.036,38
20230710_104333_DOE4-6_no31.csv,38.008,38.011,38.013,-0.036,38
20230710_104453_DOE4-6_no32.csv,38.007,38.011,38.014,-0.036,38
20230710_104632_DOE4-6_no33.csv,38.007,38.011,38.014,-0.036,38
20230710_104754_DOE4-6_no34.csv,38.008,38.011,38.014,-0.036,38
20230710_104919_DOE4-6_no35.csv,38.008,38.012,38.014,-0.036,38
20230710_105042_DOE4-6_no36.csv,38.009,38.012,38.014,-0.036,38
20230710_105203_DOE4-6_no37.csv,38.009,38.012,38.016,-0.036,38
20230710_105326_DOE4-6_no38.csv,38.009,38.011,38.014,-0.036,38
20230710_105502_DOE4-6_no39.csv,38.01,38.013,38.016,-0.036,38
20230710_105637_DOE4-6_no40.csv,38.009,38.012,38.017,-0.036,38
20230710_105805_DOE4-6_no41.csv,38.01,38.013,38.016,-0.036,38
20230710_110027_DOE4-6_no42.csv,38.004,38.004,38.007,-0.046,38
20230710_110212_DOE4-6_no43.csv,38.001,38.003,38.005,-0.046,38
20230710_110346_DOE4-6_no44.csv,38.001,38.004,38.007,-0.046,38
20230710_110505_DOE4-6_no45.csv,38.001,38.004,38.007,-0.046,38
20230710_110630_DOE4-6_no46.csv,38.002,38.004,38.007,-0.046,38
20230710_110803_DOE4-6_no47.csv,38.002,38.004,38.007,-0.046,38
20230710_110931_DOE4-6_no48.csv,38.002,38.004,38.008,-0.046,38
20230710_111055_DOE4-6_no49.csv,38.002,38.006,38.007,-0.046,38
20230710_111213_DOE4-6_no50.csv,38.002,38.005,38.008,-0.046,38
20230717_094037_DOE4-7_no01.csv,33.997,33.997,34.001,-0.046,34
20230717_094510_DOE4-7_no02.csv,33.997,33.996,34.001,-0.046,34
20230717_094640_DOE4-7_no03.csv,33.995,33.996,34,-0.046,34
20230717_094814_DOE4-7_no04.csv,33.995,33.997,34,-0.046,34
20230717_094929_DOE4-7_no05.csv,33.995,33.997,34,-0.046,34
20230717_095050_DOE4-7_no06.csv,33.996,33.996,33.999,-0.046,34
20230717_095232_DOE4-7_no07.csv,33.996,33.997,34,-0.046,34
20230717_095348_DOE4-7_no08.csv,33.996,33.999,34,-0.046,34
20230717_095506_DOE4-7_no09.csv,33.994,33.997,34.002,-0.046,34
20230717_095624_DOE4-7_no10.csv,33.995,33.995,34,-0.046,34
20230717_095754_DOE4-7_no11.csv,33.997,33.998,34.002,-0.046,34
20230717_095919_DOE4-7_no12.csv,33.997,33.997,34.001,-0.046,34
20230717_100145_DOE4-7_no13.csv,33.997,33.996,34.001,-0.046,34
20230717_100307_DOE4-7_no14.csv,33.998,33.999,34.001,-0.046,34
20230717_100442_DOE4-7_no15.csv,33.998,33.999,34,-0.046,34
20230717_100602_DOE4-7_no16.csv,33.996,33.999,34,-0.046,34
20230717_100718_DOE4-7_no17.csv,33.996,33.997,34.003,-0.046,34
20230717_100832_DOE4-7_no18.csv,33.997,33.999,34.002,-0.046,34
20230717_100953_DOE4-7_no19.csv,34,33.999,34.003,-0.046,34
20230717_101119_DOE4-7_no20.csv,33.997,34,34.003,-0.046,34
20230717_101243_DOE4-7_no21.csv,33.999,34,34.004,-0.046,34
20230717_101359_DOE4-7_no22.csv,34,34.001,34.005,-0.046,34
20230717_101512_DOE4-7_no23.csv,34,34.001,34.003,-0.046,34
20230717_101630_DOE4-7_no24.csv,33.999,34.002,34.005,-0.046,34
20230717_101756_DOE4-7_no25.csv,34.001,34.001,34.002,-0.046,34
20230717_102107_DOE4-7_no26.csv,34,34,34.006,-0.046,34
20230717_102215_DOE4-7_no27.csv,33.999,34.002,34.005,-0.046,34
20230717_102336_DOE4-7_no28.csv,34.001,34.002,34.004,-0.046,34
20230717_102453_DOE4-7_no29.csv,34.003,34.001,34.006,-0.046,34
20230717_102653_DOE4-7_no30.csv,34.003,34.005,34.007,-0.046,34
20230717_102810_DOE4-7_no31.csv,34.002,34.003,34.009,-0.046,34
20230717_102937_DOE4-7_no32.csv,34.004,34.006,34.009,-0.046,34
20230717_103046_DOE4-7_no33.csv,34.004,34.006,34.008,-0.046,34
20230717_103201_DOE4-7_no34.csv,34.004,34.005,34.008,-0.046,34
20230717_103325_DOE4-7_no35.csv,34.004,34.005,34.007,-0.046,34
20230717_103450_DOE4-7_no36.csv,34.005,34.007,34.008,-0.046,34
20230717_103612_DOE4-7_no37.csv,34.004,34.007,34.006,-0.046,34
20230717_103726_DOE4-7_no38.csv,34.005,34.006,34.01,-0.046,34
20230717_103841_DOE4-7_no39.csv,34.004,34.008,34.01,-0.046,34
20230717_103954_DOE4-7_no40.csv,34.005,34.008,34.012,-0.046,34
20230717_104109_DOE4-7_no41.csv,34.005,34.008,34.01,-0.046,34
20230717_104227_DOE4-7_no42.csv,34.005,34.006,34.011,-0.046,34
20230717_104342_DOE4-7_no43.csv,34.006,34.008,34.009,-0.046,34
20230717_104553_DOE4-7_no44.csv,34.007,34.008,34.012,-0.046,34
20230717_104731_DOE4-7_no45.csv,34.007,34.008,34.013,-0.046,34
20230717_104852_DOE4-7_no46.csv,34.01,34.009,34.012,-0.046,34
20230717_104959_DOE4-7_no47.csv,34.007,34.011,34.012,-0.046,34
20230717_105122_DOE4-7_no48.csv,34.011,34.01,34.013,-0.046,34
20230717_105235_DOE4-7_no49.csv,34.01,34.011,34.014,-0.046,34
20230717_105345_DOE4-7_no50.csv,34.012,34.01,34.015,-0.046,34
20230810_094817_DOE4-8_no01.csv,30.013,30.013,30.017,-0.046,30
20230810_095221_DOE4-8_no02.csv,29.999,29.998,30.001,-0.062,30
20230810_095435_DOE4-8_no03.csv,29.998,29.999,30.002,-0.062,30
20230810_095618_DOE4-8_no04.csv,29.998,29.999,30.003,-0.062,30
20230810_095750_DOE4-8_no05.csv,29.998,30,30.001,-0.062,30
20230810_100028_DOE4-8_no06.csv,29.997,29.998,30.003,-0.062,30
20230810_100219_DOE4-8_no07.csv,29.999,30.001,30.002,-0.062,30
20230810_100347_DOE4-8_no08.csv,29.999,29.999,30.002,-0.062,30
20230810_100546_DOE4-8_no09.csv,30.002,29.999,30.002,-0.062,30
20230810_100737_DOE4-8_no10.csv,30.002,30,30.003,-0.062,30
20230810_100858_DOE4-8_no11.csv,30,30.001,30.005,-0.062,30
20230810_101016_DOE4-8_no12.csv,30.001,30.001,30.003,-0.062,30
20230810_101134_DOE4-8_no13.csv,30.001,30.002,30.005,-0.062,30
20230810_101306_DOE4-8_no14.csv,30.001,30.002,30.005,-0.062,30
20230810_101511_DOE4-8_no15.csv,30.001,30,30.003,-0.062,30
20230810_101633_DOE4-8_no16.csv,30.002,30.001,30.006,-0.062,30
20230810_101815_DOE4-8_no17.csv,30.002,30.002,30.005,-0.062,30
20230810_101947_DOE4-8_no18.csv,30.004,30.004,30.006,-0.062,30
20230810_102109_DOE4-8_no19.csv,30.004,30.004,30.007,-0.062,30
20230810_102230_DOE4-8_no20.csv,30.006,30.004,30.007,-0.062,30
20230810_102408_DOE4-8_no21.csv,30.005,30.004,30.007,-0.062,30
20230810_102530_DOE4-8_no22.csv,30.004,30.004,30.008,-0.062,30
20230810_102645_DOE4-8_no23.csv,30.004,30.005,30.008,-0.062,30
20230810_102804_DOE4-8_no24.csv,30.004,30.006,30.007,-0.062,30
20230810_102943_DOE4-8_no25.csv,30.003,30.004,30.007,-0.062,30
20230810_103133_DOE4-8_no26.csv,30.005,30.005,30.007,-0.062,30
20230810_103252_DOE4-8_no27.csv,30.003,30.005,30.007,-0.062,30
20230810_103410_DOE4-8_no28.csv,30.006,30.005,30.006,-0.062,30
20230810_103537_DOE4-8_no29.csv,30.003,30.004,30.005,-0.062,30
20230810_103704_DOE4-8_no30.csv,30.005,30.003,30.006,-0.062,30
20230810_104238_DOE4-8_no31.csv,30.004,30.003,30.006,-0.062,30
20230810_104406_DOE4-8_no32.csv,30.004,30.003,30.005,-0.062,30
20230810_104530_DOE4-8_no33.csv,30.004,30.005,30.006,-0.062,30
20230810_104705_DOE4-8_no34.csv,30.005,30.004,30.007,-0.062,30
20230810_104929_DOE4-8_no35.csv,30.005,30.006,30.007,-0.062,30
20230810_105049_DOE4-8_no36.csv,30.005,30.005,30.007,-0.062,30
20230810_105432_DOE4-8_no37.csv,30.006,30.006,30.007,-0.062,30
20230810_105611_DOE4-8_no38.csv,30.005,30.006,30.008,-0.062,30
20230810_105738_DOE4-8_no39.csv,30.005,30.006,30.008,-0.062,30
20230810_105959_DOE4-8_no40.csv,30.006,30.005,30.009,-0.062,30
20230810_110148_DOE4-8_no41.csv,30.005,30.003,30.007,-0.062,30
20230810_110315_DOE4-8_no42.csv,30.006,30.005,30.007,-0.062,30
20230810_110448_DOE4-8_no43.csv,30.008,30.005,30.006,-0.062,30
20230810_110617_DOE4-8_no44.csv,30.006,30.006,30.008,-0.062,30
20230810_110754_DOE4-8_no45.csv,30.008,30.006,30.008,-0.062,30
20230810_110921_DOE4-8_no46.csv,30.006,30.007,30.008,-0.062,30
20230810_111037_DOE4-8_no47.csv,30.006,30.006,30.009,-0.062,30
20230810_111158_DOE4-8_no48.csv,30.005,30.007,30.011,-0.062,30
20230810_111509_DOE4-8_no50.csv,30.008,30.009,30.011,-0.062,30
